25.759857,-108.743841
25.602426,-109.035358
25.650582,-109.090638
25.718393,-108.493733
26.665798,-113.071499
25.6036,-109.0521
25.6258,-109.0296
25.6258,-109.0296
25.6036,-109.0521
25.6036,-109.0521
25.6036,-109.0521
28.9698,-112.157
24.1236,-110.35
31.7771,-116.621
21.5441,-105.272
25.6179,-109.036
24.1229,-110.35
30.4832,-115.976
31.7177,-116.652
31.7177,-116.652
31.7266,-116.718
31.7525,-116.63
25.6179,-109.036
25.7299,-109.025
31.8164,-116.608
32.136,-115.284
24.1236,-110.35
25.7299,-109.025
28.8285,-111.887
27.971,-110.972
31.8164,-116.608
24.1236,-110.35
25.6229,-109.046
25.7299,-109.025
23.6678,-106.787
28.8285,-111.887
31.8164,-116.608
28.8285,-111.887
21.5755,-105.23
26.7953,-113.227
31.7177,-116.652
28.8282,-111.934
21.5653,-105.275
31.7177,-116.652
24.7258,-112.14
24.1334,-110.347
23.9359,-106.973
27.971,-110.972
21.5739,-105.283
24.1236,-110.35
24.1236,-110.35
21.4171,-104.839
31.8164,-116.608
28.8285,-111.887
21.5653,-105.275
21.5653,-105.275
30.4993,-116.001
28.8129,-111.928
19.0103,-104.137
28.8146,-111.928
21.0266,-105.263
27.9327,-110.943
28.8129,-111.928
31.8164,-116.608
30.4545,-116.029
24.8029,-112.113
28.8129,-111.928
30.5069,-115.99
31.8164,-116.608
26.3996,-109.235
21.5739,-105.283
28.8129,-111.928
28.9665,-112.14
21.5739,-105.283
21.5739,-105.283
26.7953,-113.227
19.2014,-104.676
30.4993,-116.001
25.5292,-112.085
19.2014,-104.676
21.5739,-105.283
21.5653,-105.275
26.3996,-109.235
27.9618,-110.974
27.989,-114.085
21.5449,-105.269
28.7914,-111.901
31.8164,-116.608
31.7177,-116.652
31.7525,-116.63
21.4171,-104.839
24.1236,-110.35
28.3562,-111.444
28.8129,-111.927
31.7771,-116.621
31.7771,-116.621
21.5653,-105.275
32.0214,-114.891
28.9698,-112.157
24.1334,-110.347
21.4171,-104.839
21.4171,-104.839
24.1236,-110.35
21.5441,-105.272
31.7525,-116.63
25.7299,-109.025
25.6179,-109.036
28.8282,-111.934
31.7177,-116.652
31.8164,-116.608
21.5441,-105.272
25.6179,-109.036
23.055,-109.684
24.1229,-110.35
28.8129,-111.927
28.3562,-111.444
28.7914,-111.901
25.7299,-109.025
21.4171,-104.839
25.6179,-109.036
25.6229,-109.046
25.6179,-109.036
28.8129,-111.927
31.8164,-116.608
23.6678,-106.787
25.7299,-109.025
28.8285,-111.887
25.4759,-112.061
31.8164,-116.608
31.8164,-116.608
24.1714,-110.435
28.7914,-111.901
27.2828,-110.466
21.5739,-105.283
24.3663,-111.643
24.1714,-110.435
24.8033,-112.114
24.7258,-112.14
28.8129,-111.927
24.8033,-112.114
19.0103,-104.137
27.9618,-110.974
19.2202,-104.694
21.5441,-105.272
30.4954,-115.997
26.8068,-113.248
24.8029,-112.113
26.3996,-109.235
19.217,-104.692
30.5069,-115.99
28.8129,-111.927
21.5653,-105.275
19.2014,-104.676
28.8129,-111.928
21.5441,-105.272
21.5739,-105.283
30.4545,-116.029
21.5653,-105.275
21.5739,-105.283
21.5653,-105.275
24.8029,-112.113
21.0266,-105.263
30.4954,-115.997
28.9665,-112.14
22.2281,-105.505
21.5653,-105.275
21.5653,-105.275
28.8129,-111.928
21.5441,-105.272
19.2014,-104.676
30.4843,-115.975
24.8029,-112.113
30.4843,-115.975
21.5653,-105.275
24.1236,-110.35
27.895246,-110.965559
31.678905,-116.602988
25.6268,-109.0428
25.6258,-109.0296
